Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 1st Academy 702 Research Institute,,No. 30 Wanyuan Road,Beijing,,,China,64 FR 28909; 81 FR 64694; 84 FR 40241,5/28/1999; 9/20/2016; 8/19/2019,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,702nd Institute; Beijing Institute of Structure and Environmental Engineering (BISE) ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"China Aerospace Science and Industry Corporation (CASIC) 3rd Academy, 31 Research Institute",,"No.17, Yungang West Road, Fengtai District",Beijing,,,China,66 FR 24266; 84 FR 40241,5/14/2001; 8/14/2019,,,For all items subject to the EAR,See §744.3(d) of this part,,,,,,,,,,,,31st Institute; and  Beijing Power Machinery Institute,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"37 Xueyuan Road, Haidan District",Beijing,,,China,"66 FR 24266 (5/14/01), 70 FR 54629 (9/16/05)",9/16/2005,,,For all items subject to the EAR,See §744.3(d) of this part,,,,,,,,,,,,Beihang University,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,China Aerodynamics Research and Development Center (CARDC),,Sichuan Province,,,,China,64 FR 28909; 81 FR 64694,5/28/1999; 9/20/2016,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Chinese Academy of Engineering Physics ,,901 Institute (P.O. Box 523),Chengdu,,610003,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics, Beijing ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chinese Academy of Engineering Physics ,,"64 Mianshan Road, Mianyang, Sichuan",Mianyang,,,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chinese Academy of Engineering Physics ,,"6 Huayuan Road, Haidian District",Beijing,,,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chinese Academy of Engineering Physics ,,"1 Fenghao East Road, Haidian District",Beijing,,,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"2127 Sungang Rd, Huatong Bldg, 19/F, Louhu Dist",Shenzhen,,518001,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"169 Fucheng Rd, Fenggu Bldg., 7/F",Mianyang,,621000,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"Zhi Chun Rd, No 2 Bldg of Hoajing jiayuan, Suite #804, Haidian Dist",Beijing,,100086,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"40 North Chang?an Rd, Xi?an Electronics Plaza Suite #516",Xi?an,,710061,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"9 Huapu Rd, Chengbei Electronics & Apparatus Mall, 1/F Suite #39",Chengdu,,610081,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"2 North Linping Rd Bldg 1. Suite #1706, Hongkou Dist",Shanghai,,200086,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Corezing International,,"Room 1007, Block C2, Galaxy Century Bldg., CaiTian Rd., FuTian District",Shenzhen,,,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Hong Kong and Singapore),,,,,"CoreZing Electronics; Corezing International Group  Company, Corezing International Pte Ltd, Corezing Technology Pte Ltd and Core Zing",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Corezing International,,"Room 1702, Tower B, Honesty Building, Humen, Dongguan",Guangdong,,,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Hong Kong and Singapore),,,,,"CoreZing Electronics; Corezing International Group  Company, Corezing International Pte Ltd, Corezing Technology Pte Ltd and Core Zing",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Fang Yu,,"16 Gaoxin 4th Road, Xian High Tech Industrial Development Zone",Xi'an,,,China,75 FR 36516,6/28/2010,,,For all items subject to the EAR (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 1st Academy 702 Research Institute ,,No. 30 Wanyuan Road,Beijing,,,China,"66 FR 24266, 77 FR 58006 (no. 182); 84 FR 40241, 84 FR 40241",5/14/2001; 8/14/2019,,,For all items subject to the EAR,See §744.3(d) of this part,,,,,,,,,,,,Beijing Aerospace Automatic Control Institute (BICD); 12th Institute,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 1st Academy 702 Research Institute ,,"No. 50 Yongding Road, Haidian District",Beijing,,100854,China,"67 FR 24266, 77 FR 58006 (no. 182); 84 FR 40241, 84 FR 40241",5/14/2001; 8/14/2019,,,For all items subject to the EAR,See §744.3(d) of this part,,,,,,,,,,,,Beijing Aerospace Automatic Control Institute (BICD); 12th Institute,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Lim Yong Nam,,YuJingHuaCheng Huaqiang South Road Futian,Shenzhen,,518033,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Singapore),,,,,Lin Rongnan; Steven Lim; Yong Nam Lim,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Lim Yong Nam,,"Room 2613, NanGuangJieJia Building ShenNan Road, FuTian",Shenzhen,,518033,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Singapore),,,,,Lin Rongnan; Steven Lim; Yong Nam Lim,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Luo Jie,,"Room 1007, Block C2, Galaxy Century Bldg., CaiTian Rd., FuTian District",Shenzhen,,,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Hong Kong).,,,,,Cherry; Ivy Luo; Jie Luo,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Luo Jie,,"Room 1702, Tower B, Honesty Building, Humen, Dongguan",Guangdong,,,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Hong Kong).,,,,,Cherry; Ivy Luo; Jie Luo,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,NEL Electronics,,14K Block 2 YuJingHuaCheng Huaqiang South Road FuTian,Shenzhen,,518033,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,NEL Electronics Pte Ltd,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,NEL Electronics,,"Room 2613, NanGuangJieJia Building ShenNan Road, FuTian",Shenzhen,,518033,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,NEL Electronics Pte Ltd,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Northwest Institute of Nuclear Technology in the Science Research (NINTF),,"Xi'an, Shaanxi",Xi'an,,710024,China,"64 FR 28909, 77 FR 58006 (no. 182)",5/28/1999,,,For all items subject to the EAR,See §744.2(d) of this part,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Northwest Institute of Nuclear Technology in the Science Research (NINTF),,"P.O. Box 69-12, Xi'an, Shaanxi Province",Xi'an,,710024,China,"64 FR 28909, 77 FR 58006 (no. 182)",5/28/1999,,,For all items subject to the EAR,See §744.2(d) of this part,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,, ,,Northwestern Polytechnical University,,127 Yonyi Xilu,Xi'an,Shaanxi,71002,China,66 FR 24266; 75 FR 78883; 77 FR 58006; 81 FR 64696 and 84 FR 40241,5/14/2001; 12/17/2010; 9/19/2012; 9/20/2016 and 8/14/2019,,,For all items subject to the EAR.,Presumption of denial.,,,,,,,,,,,,Northwestern Polytechnic University; Northwest Polytechnic University; and Northwest Polytechnical University,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Northwestern Polytechnical University,,Youyi Xi Lu,Xi'an,Shaanxi,,China,66 FR 24266; 75 FR 78883; 77 FR 58006; 81 FR 64696 and 84 FR 40241,5/14/2001; 12/17/2010; 9/19/2012; 9/20/2016 and 8/14/2019,,,For all items subject to the EAR.,Presumption of denial.,,,,,,,,,,,,Northwestern Polytechnic University; Northwest Polytechnic University; and Northwest Polytechnical University,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Northwestern Polytechnical University,,No. 1 Bianjia Cun,Xi'an,,,China,66 FR 24266; 75 FR 78883; 77 FR 58006; 81 FR 64696 and 84 FR 40241,5/14/2001; 12/17/2010; 9/19/2012; 9/20/2016 and 8/14/2019, ,,For all items subject to the EAR.,Presumption of denial.,,,,,,,,,,,,Northwestern Polytechnic University; Northwest Polytechnic University; and Northwest Polytechnical University,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Northwestern Polytechnical University,,West Friendship Rd. 59,Xi'an,,,China,66 FR 24266; 75 FR 78883; 77 FR 58006; 81 FR 64696 and 84 FR 40241,5/14/2001; 12/17/2010; 9/19/2012; 9/20/2016 and 8/14/2019,,,For all items subject to the EAR.,Presumption of denial.,,,,,,,,,,,,Northwestern Polytechnic University; Northwest Polytechnic University; and Northwest Polytechnical University,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Northwestern Polytechnical University,,3 10 W Apt 3,Xi'an,,,China,66 FR 24266; 75 FR 78883; 77 FR 58006; 81 FR 64696 and 84 FR 40241,5/14/2001; 12/17/2010; 9/19/2012; 9/20/2016 and 8/14/2019,,,For all items subject to the EAR.,Presumption of denial.,,,,,,,,,,,,Northwestern Polytechnic University; Northwest Polytechnic University; and Northwest Polytechnical University,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 8th Academy,,"Shanghai Spaceflight Tower, 222 Cao Xi Road",Shanghai,,200233,China,64 FR 28909; 81 FR 64694; 84 FR 40241,5/28/1999; 9/20/2016; 8/14/2019,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,Shanghai Academy of Spaceflight Technology (SAST); Shanghai Institute of Space; and MOA#8 Academy,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 8th Academy,,"No. 3888 Yuanjiang Road, Minhang District",Shanghai,,201109,China,64 FR 28909; 81 FR 64694; 84 FR 40241,5/28/1999; 9/20/2016; 8/14/2019,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,Shanghai Academy of Spaceflight Technology (SAST); Shanghai Institute of Space; and MOA#8 Academy,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 8th Academy,,No. 2965 Dongchuan Rd Minhang District,Shanghai,,,China,64 FR 28909; 81 FR 64694; 84 FR 40241,5/28/1999; 9/20/2016; 8/14/2019,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,Shanghai Academy of Spaceflight Technology (SAST); Shanghai Institute of Space; and MOA#8 Academy,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 8th Academy 811 Research Institute,,388 Cang Wu Road,Shanghai,,,China,"64 FR 28909, 77 FR 58006 (no. 182); 81 FR 64694; 84 FR 40241",5/28/1999; 9/20/2016; 8/14/2019,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,811th Institute; and Shanghai Institute of Space Power Sources,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 8th Academy 811 Research Institute,,"2965 Dongchuan Road, Minhang District",Shanghai,,2000245,China,"64 FR 28909, 77 FR 58006 (no. 182); 81 FR 64694; 84 FR 40241",5/28/1999; 9/20/2016; 8/14/2019,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,812th Institute; and Shanghai Institute of Space Power Sources,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Sichuan University,,"No. 24 South Section 1, Yihuan Road",Chengdu,,610065,China,77 FR 58006 (no. 182),9/19/2012,,,For all items subject to the EAR,Case-by-case basis,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Sichuan University,,No. 29 Jiuyanqiao Wangjiang Road,Chengdu,,610064,China,77 FR 58006 (no. 182),9/19/2012,,,For all items subject to the EAR,Case-by-case basis,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Sichuan University,,People?s South Road,Chengdu,,610041,China,77 FR 58006 (no. 182),9/19/2012,,,For all items subject to the EAR,Case-by-case basis,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Sichuan University,,"Shuangliu County, Chuanda Road",Chengdu,,610207,China,77 FR 58006 (no. 182),9/19/2012,,,For all items subject to the EAR,Case-by-case basis,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Southwest Research Institute of Electronics Technology,,"No. 6 Yong Xin Street, Chengdu; and No. 90 Babao Street, Chengdu; and 48 Chadianzi Street East, Jinniu District, Chengdu, 610036",,,,China,"66 FR 26267, 77 FR 58006 (no. 182); 81 FR 64694",5/14/2001; 9/20/2016,,,For all items subject to the EAR.,See §744.3(d) of this part,,,,,,,,,,,,10th Research Institute of China Electronic Technology Group Corp (CETC); CETC 10th Research Institute; and Southwest Institute of Electronic Technology (SWIET),,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Toptics, Inc.",,"Chuangye Building 7/1F, 1197 Bin?An Road, Binjiang, Zhejiang",Hangzhou,,310052,China,75 FR 36516,6/28/2010,,,For all items subject to the EAR (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
